"Dependents","MultipleLines","InternetService","Contract","tenure","MonthlyCharges","Churn","confidence(No)","confidence(Yes)","prediction(Churn)","cost"
"No","Yes","DSL","Two year",71.0,89.3,"No",0.9524704353902739,0.04752956460972633,"No",0.9049408707805475
"No","No","Fiber optic","Month-to-month",17.0,70.5,"No",0.6689365702166438,0.3310634297833562,"No",0.3378731404332876
"No","Yes","Fiber optic","Month-to-month",21.0,97.35,"Yes",0.4557457611936453,0.5442542388063547,"Yes",0.08850847761270941
"No","No","DSL","Two year",44.0,19.35,"No",0.958155317790077,0.041844682209923066,"No",0.9163106355801539
"No","Yes","Fiber optic","Month-to-month",10.0,100.6,"Yes",0.32846102507293046,0.6715389749270696,"Yes",0.34307794985413914
"No","No","DSL","Two year",65.0,71.0,"No",0.9549010566590819,0.045098943340918164,"No",0.9098021133181637
"No","No","Fiber optic","Month-to-month",1.0,86.0,"Yes",0.3810065583123709,0.6189934416876292,"Yes",0.23798688337525825
"No","No","DSL","Month-to-month",3.0,29.6,"Yes",0.7778685329003681,0.22213146709963186,"No",0.5557370658007362
"No","No","DSL","Month-to-month",13.0,20.3,"No",0.9039342566768706,0.09606574332312946,"No",0.8078685133537411
"Yes","Yes","DSL","One year",23.0,24.35,"No",0.9583579538209316,0.04164204617906838,"No",0.9167159076418632
"Yes","Yes","Fiber optic","Month-to-month",49.0,95.6,"Yes",0.803874943588322,0.19612505641167818,"No",0.6077498871766438
"No","Yes","DSL","Two year",69.0,85.35,"No",0.9526536200908078,0.04734637990919216,"No",0.9053072401816156
"No","Yes","DSL","Two year",71.0,25.45,"No",0.958925110547944,0.041074889452055875,"No",0.9178502210958882
"Yes","Yes","DSL","Two year",71.0,23.9,"No",0.9595159018551689,0.040484098144830984,"No",0.9190318037103379
"Yes","No","DSL","Month-to-month",37.0,40.2,"Yes",0.9455969110189547,0.05440308898104538,"No",0.8911938220379093
"Yes","Yes","Fiber optic","Month-to-month",49.0,84.5,"Yes",0.8627044875220816,0.13729551247791852,"No",0.7254089750441631
"No","No","DSL","Month-to-month",9.0,50.85,"No",0.7813041916619378,0.2186958083380622,"No",0.5626083833238755
"No","No","DSL","Month-to-month",1.0,20.2,"Yes",0.8327334996940898,0.1672665003059101,"No",0.6654669993881798
"No","Yes","Fiber optic","One year",52.0,80.2,"No",0.9065195733377401,0.09348042666225988,"No",0.8130391466754803
"No","No","DSL","Month-to-month",7.0,34.2,"No",0.7848258160661411,0.2151741839338588,"No",0.5696516321322823
"Yes","No","DSL","Month-to-month",25.0,54.3,"No",0.9284058496351278,0.07159415036487198,"No",0.8568116992702559
"No","No","DSL","Two year",69.0,19.1,"No",0.9588128410184161,0.041187158981583816,"No",0.9176256820368323
"No","No","DSL","Month-to-month",4.0,19.95,"No",0.8581083940230588,0.14189160597694112,"No",0.7162167880461177
"No","No","Fiber optic","Month-to-month",26.0,78.8,"No",0.7314161138267349,0.2685838861732652,"No",0.4628322276534697
"No","No","DSL","One year",27.0,78.2,"No",0.9424552717149716,0.057544728285028636,"No",0.8849105434299429
"Yes","Yes","Fiber optic","Two year",72.0,105.25,"No",0.9456923072940356,0.054307692705964396,"No",0.8913846145880713
"No","No","DSL","Month-to-month",6.0,78.65,"No",0.8227962412952255,0.17720375870477442,"No",0.6455924825904511
"Yes","No","DSL","Two year",61.0,19.75,"No",0.9593388506313509,0.04066114936864906,"No",0.9186777012627019
"No","Yes","Fiber optic","Month-to-month",62.0,89.1,"No",0.8336209476185875,0.16637905238141257,"No",0.6672418952371749
"No","Yes","Fiber optic","Two year",72.0,84.7,"No",0.949266907058001,0.05073309294199896,"No",0.898533814116002
"No","Yes","Fiber optic","Month-to-month",3.0,105.0,"Yes",0.2699547520080799,0.7300452479919203,"Yes",0.4600904959838404
"No","Yes","Fiber optic","Month-to-month",26.0,93.85,"Yes",0.5230441946939993,0.4769558053060006,"No",0.046088389387998696
"No","Yes","Fiber optic","Month-to-month",8.0,84.0,"Yes",0.3522877570838629,0.6477122429161372,"Yes",0.29542448583227426
"No","No","DSL","Month-to-month",36.0,34.85,"No",0.9213176605578001,0.07868233944220003,"No",0.8426353211156
"No","No","DSL","Month-to-month",9.0,48.75,"Yes",0.7775659846081825,0.22243401539181754,"No",0.555131969216365
"No","No","DSL","Month-to-month",12.0,56.65,"Yes",0.8164208459414617,0.1835791540585384,"No",0.6328416918829233
"Yes","No","Fiber optic","Month-to-month",57.0,95.3,"No",0.8699137430583795,0.13008625694162043,"No",0.7398274861167591
"No","No","Fiber optic","Two year",70.0,84.6,"No",0.952456342473675,0.047543657526324945,"No",0.9049126849473501
"No","No","DSL","Month-to-month",68.0,44.95,"No",0.9292516172004549,0.07074838279954514,"No",0.8585032344009098
"Yes","No","DSL","Month-to-month",1.0,24.7,"No",0.9087503191466698,0.09124968085333006,"No",0.8175006382933397
"No","No","DSL","Month-to-month",20.0,55.0,"No",0.8566038006510972,0.1433961993489029,"No",0.7132076013021943
"Yes","No","DSL","Two year",33.0,19.8,"No",0.9589179010933434,0.041082098906656685,"No",0.9178358021866867
"No","No","DSL","Month-to-month",1.0,35.9,"No",0.7192801768828357,0.2807198231171643,"No",0.43856035376567143
"Yes","Yes","DSL","One year",22.0,78.65,"No",0.9531212318109482,0.04687876818905179,"No",0.9062424636218964
"Yes","No","DSL","Month-to-month",49.0,61.75,"No",0.9397394816254504,0.060260518374549675,"No",0.8794789632509007
"No","No","Fiber optic","Month-to-month",31.0,87.6,"No",0.7429466460481989,0.25705335395180096,"No",0.485893292096398
"No","Yes","DSL","Month-to-month",15.0,55.0,"Yes",0.8672895679995181,0.1327104320004818,"No",0.7345791359990362
"No","Yes","Fiber optic","Two year",64.0,104.4,"No",0.9343707505146538,0.0656292494853463,"No",0.8687415010293075
"Yes","No","Fiber optic","Month-to-month",7.0,89.75,"Yes",0.4988553431516843,0.5011446568483158,"Yes",0.0022893136966314898
"No","No","DSL","Month-to-month",29.0,34.3,"No",0.9081980093617236,0.09180199063827642,"No",0.8163960187234471
"No","No","DSL","One year",17.0,79.85,"No",0.9407808819522626,0.059219118047737475,"No",0.8815617639045251
"No","No","DSL","Month-to-month",22.0,50.35,"No",0.8623944448741482,0.13760555512585176,"No",0.7247888897482964
"No","No","Fiber optic","Month-to-month",11.0,79.15,"No",0.5143598515490484,0.4856401484509516,"No",0.028719703098096794
"Yes","No","DSL","Two year",12.0,21.05,"No",0.9578544393200344,0.0421455606799655,"No",0.9157088786400689
"Yes","No","Fiber optic","Two year",72.0,111.95,"No",0.9491922394125694,0.05080776058743055,"No",0.8983844788251388
"No","No","DSL","Two year",62.0,19.85,"No",0.9586483519488493,0.04135164805115062,"No",0.9172967038976987
"No","Yes","Fiber optic","Month-to-month",6.0,89.75,"No",0.3146456655817648,0.6853543344182352,"Yes",0.3707086688364704
"No","Yes","Fiber optic","Two year",35.0,108.95,"No",0.885657826731542,0.11434217326845797,"No",0.7713156534630841
"No","Yes","DSL","Two year",71.0,93.2,"No",0.9521022714970866,0.047897728502913385,"No",0.9042045429941732
"No","Yes","DSL","One year",60.0,71.75,"No",0.9469609053292384,0.0530390946707616,"No",0.8939218106584768
"Yes","No","DSL","Month-to-month",23.0,30.35,"No",0.9413103771707143,0.05868962282928566,"No",0.8826207543414286
"Yes","No","DSL","One year",39.0,54.85,"No",0.954986016817466,0.0450139831825341,"No",0.9099720336349318
"Yes","No","DSL","One year",15.0,19.5,"No",0.9569623264026891,0.04303767359731094,"No",0.9139246528053782
"No","Yes","Fiber optic","Month-to-month",53.0,103.85,"Yes",0.7017716893756708,0.29822831062432925,"No",0.40354337875134155
"Yes","Yes","DSL","Two year",24.0,24.2,"No",0.958912408834077,0.041087591165923,"No",0.917824817668154
"Yes","No","Fiber optic","Month-to-month",5.0,83.6,"Yes",0.4799855951467647,0.5200144048532352,"Yes",0.04002880970647055
"No","No","Fiber optic","One year",54.0,94.1,"No",0.8942179946935433,0.10578200530645669,"No",0.7884359893870867
"No","Yes","Fiber optic","One year",68.0,108.45,"Yes",0.8413420096399964,0.15865799036000355,"No",0.6826840192799928
"No","No","DSL","Two year",33.0,20.35,"No",0.9575584212145012,0.04244157878549885,"No",0.9151168424290024
"Yes","No","DSL","One year",34.0,61.25,"No",0.954027808620708,0.045972191379292,"No",0.908055617241416
"No","Yes","Fiber optic","Month-to-month",3.0,91.5,"Yes",0.2875940982124472,0.7124059017875529,"Yes",0.42481180357510573
"Yes","No","DSL","Month-to-month",41.0,45.2,"No",0.9446788538530986,0.0553211461469014,"No",0.8893577077061972
"Yes","Yes","DSL","Two year",35.0,25.45,"No",0.9590352366694086,0.04096476333059149,"No",0.9180704733388171
"No","No","Fiber optic","Month-to-month",12.0,80.85,"Yes",0.5224013021970833,0.47759869780291675,"No",0.0448026043941665
"No","No","Fiber optic","Month-to-month",4.0,94.9,"No",0.4013426160657502,0.5986573839342498,"Yes",0.1973147678684996
"Yes","No","DSL","Month-to-month",12.0,29.3,"No",0.9285874587454801,0.0714125412545198,"No",0.8571749174909603
"No","Yes","Fiber optic","Month-to-month",25.0,88.95,"Yes",0.5413379172538461,0.458662082746154,"No",0.08267583450769206
"No","Yes","Fiber optic","One year",66.0,110.85,"Yes",0.8308010505763831,0.16919894942361688,"No",0.6616021011527662
"No","Yes","Fiber optic","Month-to-month",63.0,109.4,"No",0.7316362884650429,0.268363711534957,"No",0.46327257693008594
"No","No","DSL","One year",37.0,19.6,"No",0.9558669108382004,0.04413308916179959,"No",0.9117338216764008
"No","Yes","DSL","Month-to-month",13.0,65.85,"No",0.8377310121303436,0.1622689878696565,"No",0.6754620242606871
"No","Yes","Fiber optic","Month-to-month",61.0,99.4,"No",0.7699476745239092,0.2300523254760908,"No",0.5398953490478184
"No","Yes","DSL","One year",58.0,71.1,"No",0.9469946782180187,0.05300532178198112,"No",0.8939893564360376
"No","No","DSL","Month-to-month",19.0,61.55,"No",0.8621997743582236,0.13780022564177652,"No",0.7243995487164471
"No","No","DSL","One year",39.0,40.3,"No",0.9516838358182517,0.04831616418174819,"No",0.9033676716365034
"Yes","Yes","DSL","Month-to-month",26.0,49.5,"No",0.9456802345160388,0.05431976548396126,"No",0.8913604690320776
"Yes","No","DSL","Two year",70.0,19.2,"No",0.9594135969399561,0.04058640306004389,"No",0.9188271938799122
"No","No","DSL","One year",7.0,35.3,"No",0.9458115691603365,0.054188430839663605,"No",0.8916231383206729
"Yes","No","DSL","One year",59.0,76.75,"No",0.9537514558502713,0.046248544149728656,"No",0.9075029117005426
"No","No","DSL","One year",10.0,64.9,"No",0.9389236360699605,0.06107636393003957,"No",0.877847272139921
"No","No","DSL","Month-to-month",1.0,29.7,"Yes",0.7561070544204004,0.2438929455795996,"No",0.5122141088408008
"No","Yes","Fiber optic","Month-to-month",36.0,95.0,"No",0.6108459598278129,0.38915404017218713,"No",0.22169191965562574
"No","No","DSL","Month-to-month",1.0,55.4,"Yes",0.7204263709627884,0.2795736290372115,"No",0.4408527419255769
"No","No","DSL","Two year",57.0,20.55,"No",0.95849527182936,0.04150472817064008,"No",0.9169905436587199
"No","No","DSL","Month-to-month",4.0,19.65,"No",0.8599918680613149,0.14000813193868494,"No",0.71998373612263
"Yes","Yes","DSL","One year",21.0,75.9,"No",0.9533531402285195,0.04664685977148062,"No",0.9067062804570388
"No","Yes","Fiber optic","Month-to-month",29.0,99.05,"Yes",0.5255176263202105,0.4744823736797894,"No",0.05103525264042108
"No","Yes","Fiber optic","Two year",69.0,110.25,"No",0.9342435568989601,0.06575644310104001,"No",0.8684871137979201
"No","Yes","DSL","Two year",64.0,85.0,"No",0.9522415486768097,0.04775845132319031,"No",0.9044830973536193
"No","No","DSL","Month-to-month",2.0,55.1,"Yes",0.72916713173456,0.27083286826544,"No",0.45833426346912004
"No","No","DSL","Month-to-month",1.0,19.95,"No",0.8345865587821596,0.16541344121784032,"No",0.6691731175643193
"No","No","DSL","Month-to-month",18.0,25.15,"No",0.9041214385157557,0.0958785614842443,"No",0.8082428770315113
"No","Yes","DSL","Month-to-month",2.0,54.15,"No",0.7728413707523388,0.2271586292476612,"No",0.5456827415046777
"Yes","Yes","Fiber optic","One year",66.0,104.9,"No",0.9137516140997203,0.08624838590027965,"No",0.8275032281994407
"No","Yes","Fiber optic","Month-to-month",21.0,75.3,"No",0.5985844798579297,0.4014155201420702,"No",0.19716895971585952
"No","No","DSL","One year",14.0,51.45,"No",0.944005098997421,0.055994901002578944,"No",0.888010197994842
"Yes","No","DSL","Two year",8.0,19.5,"No",0.9575849275776688,0.04241507242233115,"No",0.9151698551553377
"No","No","DSL","One year",17.0,19.55,"No",0.9541151995875609,0.04588480041243912,"No",0.9082303991751217
"No","Yes","Fiber optic","One year",65.0,93.55,"No",0.8826165143584278,0.11738348564157235,"No",0.7652330287168555
"Yes","No","DSL","One year",57.0,59.3,"No",0.9553519077197867,0.044648092280213235,"No",0.9107038154395735
"No","Yes","Fiber optic","Month-to-month",13.0,102.25,"Yes",0.3521687181154814,0.6478312818845186,"Yes",0.29566256376903716
"No","No","Fiber optic","Month-to-month",14.0,78.1,"No",0.5748645460847771,0.42513545391522295,"No",0.14972909216955416
"No","No","DSL","Month-to-month",52.0,39.9,"No",0.9238144244300507,0.0761855755699493,"No",0.8476288488601014
"No","Yes","Fiber optic","Month-to-month",47.0,95.05,"Yes",0.7041020431470151,0.2958979568529849,"No",0.40820408629403016
"No","No","DSL","Month-to-month",67.0,53.4,"No",0.9192302504258661,0.08076974957413385,"No",0.8384605008517323
"No","No","DSL","Month-to-month",2.0,24.9,"No",0.8056098186433241,0.19439018135667596,"No",0.6112196372866482
"No","No","DSL","Month-to-month",6.0,44.7,"No",0.7470691845013998,0.25293081549860025,"No",0.49413836900279956
"Yes","No","DSL","Two year",46.0,20.25,"No",0.9591577396713848,0.04084226032861521,"No",0.9183154793427697
"No","No","DSL","Month-to-month",5.0,53.85,"Yes",0.753836187059469,0.24616381294053102,"No",0.507672374118938
"Yes","No","DSL","Month-to-month",3.0,20.2,"No",0.922096586127309,0.07790341387269091,"No",0.8441931722546181
"No","Yes","DSL","Month-to-month",42.0,50.25,"Yes",0.9254325560686625,0.07456744393133753,"No",0.850865112137325
"No","No","Fiber optic","Month-to-month",23.0,90.0,"No",0.6580194570935449,0.341980542906455,"No",0.3160389141870899
"Yes","No","DSL","Two year",67.0,54.2,"No",0.9584830500066426,0.0415169499933574,"No",0.9169661000132852
"No","No","Fiber optic","Month-to-month",25.0,99.5,"Yes",0.6709620263814053,0.32903797361859466,"No",0.3419240527628107
"No","No","DSL","One year",1.0,25.85,"No",0.9461377621625929,0.05386223783740709,"No",0.8922755243251859
"No","No","Fiber optic","Month-to-month",9.0,71.0,"Yes",0.5276386558664078,0.47236134413359226,"No",0.055277311732815526
"Yes","No","DSL","Two year",60.0,20.95,"No",0.9593041545409714,0.040695845459028546,"No",0.9186083090819428
"Yes","Yes","Fiber optic","Two year",72.0,109.2,"No",0.9439004690172168,0.056099530982783107,"No",0.8878009380344337
"No","No","DSL","Month-to-month",3.0,19.85,"Yes",0.8514036421720891,0.148596357827911,"No",0.702807284344178
"No","No","DSL","Month-to-month",2.0,19.65,"No",0.8450207264012771,0.1549792735987229,"No",0.6900414528025542
"Yes","No","DSL","One year",2.0,20.5,"No",0.9548525767827525,0.045147423217247594,"No",0.9097051535655049
"No","No","DSL","Two year",60.0,49.45,"No",0.956308431700227,0.04369156829977311,"No",0.9126168634004539
"Yes","Yes","Fiber optic","Month-to-month",31.0,104.2,"Yes",0.6382720385231748,0.3617279614768252,"No",0.27654407704634965
"Yes","No","Fiber optic","Month-to-month",47.0,90.05,"No",0.8514118095990572,0.14858819040094287,"No",0.7028236191981143
"No","No","Fiber optic","Month-to-month",1.0,79.25,"Yes",0.3893846835283908,0.6106153164716092,"Yes",0.22123063294321837
"No","No","DSL","Month-to-month",1.0,44.9,"Yes",0.7010856468880434,0.29891435311195663,"No",0.4021712937760868
"No","No","DSL","Month-to-month",1.0,19.4,"No",0.8386883142593766,0.16131168574062346,"No",0.6773766285187531
"No","No","DSL","Month-to-month",4.0,29.65,"Yes",0.787770359619607,0.21222964038039296,"No",0.575540719239214
"Yes","Yes","Fiber optic","One year",61.0,99.9,"No",0.9145852278049958,0.08541477219500426,"No",0.8291704556099916
"Yes","Yes","DSL","Two year",72.0,88.7,"No",0.9564810107477854,0.04351898925221467,"No",0.9129620214955707
"No","Yes","Fiber optic","One year",50.0,103.95,"No",0.8127478522449065,0.18725214775509338,"No",0.6254957044898132
"No","Yes","Fiber optic","One year",47.0,110.85,"Yes",0.7918998083981902,0.20810019160180984,"No",0.5837996167963804
"No","No","Fiber optic","Month-to-month",18.0,74.7,"No",0.6534892878614479,0.3465107121385523,"No",0.3069785757228956
"No","Yes","Fiber optic","Two year",69.0,110.05,"No",0.9343856662631906,0.06561433373680943,"No",0.8687713325263812
"No","No","Fiber optic","Month-to-month",43.0,89.55,"Yes",0.802481092140234,0.1975189078597659,"No",0.6049621842804681
"Yes","Yes","DSL","One year",21.0,77.5,"Yes",0.9531806033412181,0.04681939665878182,"No",0.9063612066824362
"No","Yes","Fiber optic","Month-to-month",42.0,95.25,"Yes",0.663722109759989,0.336277890240011,"No",0.32744421951997804
"No","Yes","DSL","Two year",61.0,80.8,"No",0.9523524884271518,0.04764751157284817,"No",0.9047049768543036
"Yes","No","DSL","One year",25.0,54.75,"No",0.9541121961731776,0.04588780382682248,"No",0.9082243923463551
"Yes","No","DSL","One year",70.0,58.4,"No",0.9559756861119553,0.044024313888044696,"No",0.9119513722239105
"Yes","Yes","Fiber optic","One year",51.0,84.2,"No",0.9289205112741067,0.07107948872589322,"No",0.8578410225482135
"Yes","Yes","Fiber optic","Two year",72.0,106.1,"No",0.9453202991093743,0.05467970089062565,"No",0.8906405982187486
"No","Yes","Fiber optic","Month-to-month",5.0,100.5,"Yes",0.28847539232050723,0.7115246076794928,"Yes",0.42304921535898554
"No","Yes","DSL","Two year",58.0,25.3,"No",0.9586387269801632,0.04136127301983703,"No",0.9172774539603261
"Yes","No","DSL","Month-to-month",22.0,40.05,"Yes",0.9337393480405812,0.06626065195941888,"No",0.8674786960811623
"No","Yes","Fiber optic","Month-to-month",33.0,100.6,"No",0.5548529919437212,0.4451470080562789,"No",0.1097059838874423
"No","Yes","Fiber optic","Two year",72.0,99.4,"No",0.9432736840760517,0.056726315923948466,"No",0.8865473681521032
"Yes","Yes","Fiber optic","Month-to-month",1.0,93.3,"Yes",0.32028247461773734,0.6797175253822626,"Yes",0.35943505076452525
"No","No","DSL","Month-to-month",3.0,49.15,"Yes",0.7258204125988624,0.2741795874011374,"No",0.451640825197725
